,URL,Dish,Cuisine,Total Time,Ingredients
10,https://www.vegrecipesofindia.com/upma-savoury-south-indian-breakfast-recipe-made-with-semolina/,Upma Recipe | Rava Upma,Indian,30 mins,"['Ingredients', '1 cup fine rava (sooji or cream of wheat or semolina)', '1 medium sized onion -chopped finely', '1 green chilli - chopped', '1 teaspoon chana dal (split and skinned bengal gram)', '1 teaspoon urad dal (split and skinned black gram)', '½ inch ginger grated or chopped finely', '2.5 cups water', '1 teaspoon mustard seeds', '½ teaspoon cumin seeds', '1 sprig curry leaves or 10 to 12 curry leaves', '10 to 12 cashews', '1 to 2 teaspoons sugar or add as required, optional', '2 tablespoons chopped coriander leaves (cilantro leaves)', '2 tablespoons oil or ghee (clarified butter)', 'salt as required']"
11,https://www.vegrecipesofindia.com/basic-eggless-chocolate-cake-recipe/,"Chocolate Cake (Eggless, Vegan, Whole Wheat)",World,45 mins,"['Ingredients', 'For Eggless Chocolate Cake', '1 cup whole wheat flour - leveled or 120 grams (you can use all-purpose flour also)', '3 tablespoons cocoa powder', '½ teaspoon baking soda', '1 pinch salt', '¾ cup raw sugar or 150 grams sugar ( i have used unrefined cane sugar, regular white sugar can also be used)', '1 cup cold water, 250 ml', '¼ cup sunflower oil 62.5 ml, or any neutral tasting oil', '1 tablespoon lemon juice (can also use vinegar instead of lemon juice)', '½ teaspoon vanilla extract or or vanilla powder or vanilla essence', 'For The Cocoa Frosting', '1 tablespoon sunflower oil or any neutral tasting oil', '3 tablespoons cocoa powder', '¼ cup almond milk or any nut milk', '¼ cup unrefined raw sugar or white sugar']"
12,https://www.vegrecipesofindia.com/kadai-mushroom-recipe/,Kadai Mushroom Dry & Gravy,"North Indian, Punjabi",40 mins,"['Ingredients', 'For Kadai Masala', '1 tablespoon coriander seeds', '3 to 4 dry red chilies - broken and deseeded if preferred', '½ teaspoon cumin seed', '½ inch cinnamon', '1 green cardamom', '2 cloves', '3 to 4 whole black pepper', '1 single strand of mace - optional', 'Other Ingredients', '200 to 250 grams button mushrooms - sliced', '1 medium to large capsicum - thinly sliced or julienned (red or green or yellow - bell pepper)', '2 medium to large tomatoes - pureed or about ¾ cup tomato puree (use tomatoes which are ripe, red and not too tangy)', '1 medium onion or about ½ cup finely chopped onion', '½ inch ginger + 3 to 4 medium garlic - crushed in a mortar-pestle or 1 teaspoon ginger-garlic paste', '1 teaspoon crushed kasuri methi (dry fenugreek leaves)', '¼ teaspoon turmeric powder - optional', '½ cup water or 125 ml water', '3 tablespoon oil', 'salt as required', 'For Garnishing', '1 to 2 tablespoon chopped coriander leaves (cilantro leaves)', '½ inch ginger - julienne', 'Variations', '1 or 2 tablespoon cream - low fat 25 to 35 % cream can be added right at the end and mixed with the gravy', '¼ teaspoon garam masala powder or punjabi garam masala- garam masala powder can be added when you add the kasuri methi (dry fenugreek leaves)']"
13,https://www.vegrecipesofindia.com/tomato-rasam-recipe-tomato-rasam/,Tomato Rasam (2 Tasty Ways) | Easy Tomato Rasam & Spicy Tomato Charu,South Indian,25 mins,"['Ingredients', 'For The Spice-Herb Mixture', '⅓ cup coriander stems with or without leaves', '7 to 8 medium sized garlic cloves', '1 inch ginger , roughly chopped', '2 teaspoons cumin seeds', '¼ teaspoon black pepper', 'For Tomato Puree', '3 large ripe, red and juicy tomatoes - 275 grams or 1.5 to 1.75 cups chopped tomatoes', 'For Making Tomato Rasam', '1 tablespoon oil - gingelly oil (sesame oil made from raw sesame seeds), sunflower oil or peanut oil can be used', '½ teaspoon mustard seeds', '½ teaspoon urad dal (husked & split or whole black gram)', '1 or 2 dry red chillies broken and seeds removed', '1 pinch of asafoetida (hing)', '1 sprig of curry leaves or 10 to 12 curry leaves', '¼ teaspoon turmeric powder', 'salt as per taste', '1.5 cups water or add as required', '2 tablespoons chopped coriander leaves (cilantro leaves)']"
14,https://www.vegrecipesofindia.com/vegetable-pulao-recipe-veg-pulao/,Pulao Recipe | Vegetable Pulao In A Pot,Indian,40 mins,"['Ingredients', 'For Soaking Rice', '1.5 cups basmati rice - 300 grams, rinsed & soaked for 30 minutes', 'water - as required for soaking', 'Vegetables', '½ to ¾ cup chopped cauliflower florets', '½ to ¾ cup chopped potatoes', '¼ cup chopped carrots', '⅓ cup green peas - fresh or frozen', '¼ cup chopped green peas (french beans)', '¼ cup chopped green bell pepper (capsicum) - optional', '¼ cup sliced baby corn - optional', 'Other Ingredients', '3 tablespoons ghee or oil', '1 cup thinly sliced onions or 1 large onion, sliced', '½ cup chopped tomatoes or 1 medium sized tomato, chopped', '1 to 1.5 inches ginger - crushed to a paste in a mortar-pestle', '4 to 5 small to medium garlic cloves', '1 to 2 green chillies (chili pepper)', '3 tablespoons chopped coriander leaves (cilantro)', '2 tablespoons chopped mint leaves - optional', '¼ teaspoon lemon juice - optional', '2.5 to 3 cups water or veg stock * check notes below for details. I added 3 cups of water', 'salt as required', 'Whole Spices', '1 teaspoon cumin seeds or 1 teaspoon caraway seeds (shah jeera)', '5 to 6 whole black pepper - optional', '1 tej patta (indian bay leaf)', '4 cloves', '3 to 4 green cardamoms', '1 black cardamom - optional', '1 small piece of mace - optional', '1 small star anise - optional', '1 inch cinnamon', '1 small piece of stone flower (dagad phool or patthar ke phool) - optional', 'For Garnish', '1 to 2 tablespoons chopped coriander leaves or mint leaves']"
15,https://www.vegrecipesofindia.com/lauki-kofta-lauki-kofta-curry/,Lauki Kofta,North Indian,1 hr,"['Ingredients', 'For Making Kofta', '2 cups grated lauki (bottle gourd or opo squash or dudhi)', '3.5 to 4 tablespoon besan (gram flour)', '¼ teaspoon garam masala powder', '¼ teaspoon red chili powder', '1 green chili (hari mirch) - finely chopped', 'salt as required', 'oil for deep or shallow frying the koftas', 'For Making Masala Paste', '2 large tomatoes - roughly chopped', '1 medium sized onion - roughly chopped', '1 green chili (hari mirch) - chopped', '1 inch ginger (adrak) - chopped', '4 to 5 garlic (lahsun) - chopped', '2 tablespoon broken cashews', 'Other Ingredients For Lauki Kofta', '1 teaspoon cumin', '¼ or ½ teaspoon red chili powder', '¼ teaspoon turmeric powder', '1 teaspoon coriander powder', '¼ or ½ teaspoon garam masala powder or punjabi garam masala powder', '1 cup water or as required', '1.5 or 2 tablespoon oil - if using fresh oil', 'salt as required', 'sugar as required (optional)']"
16,https://www.vegrecipesofindia.com/khaman-dhokla-microwave-recipe/,Khaman Dhokla Recipe | Khaman Recipe | Besan Dhokla,"Gujarati, Indian",20 mins,"['Ingredients', 'For Khaman Dhokla Batter', '1.5 cups gram flour (besan)', '1 tablespoon rava (or semolina) - optional', '3 teaspoon ginger-green chilies paste, 1 inch ginger + 1 or 2 green chilies crushed in a mortar-pestle', '2 to 3 pinches turmeric powder', '1-2 pinch asafoetida (hing)', '2 teaspoon eno or fruit salt ½ to ¾ teaspoon baking soda', '1 teaspoon salt or as required', '1 teaspoon lime juice', '1 cup water or add as required- the amount of water required depends on the quality of gram flour. so add as required to make a thick yet flowing batter.', 'For Tempering Khaman', '2 tablespoon oil', '⅓ cup water', '1 teaspoon mustard seeds', '1 teaspoon cumin seeds optional', '2 teaspoon white sesame seeds', '1 sprig curry leaves, about 8 to 10 curry leaves', '1 green chili, chopped (optional)', '1 teaspoon lime juice', '2 teaspoon sugar', 'For Garnish', '2 tablespoon chopped coriander leaves (cilantro leaves', '2 tablespoon grated coconut']"
17,https://www.vegrecipesofindia.com/kaju-katli-recipe-kaju-katli/,Perfect Kaju Katli (Cashew Fudge),Indian,20 mins,"['Ingredients', '1 cup kaju or 160 grams kaju (cashews)', '½ cup sugar or 100 grams sugar or add as required', '5 tablespoon water', '1 tablespoon ghee or coconut oil (optional)', '1 teaspoon chopped rose petals or rose water or 8-9 strands of saffron (optional)']"
18,https://www.vegrecipesofindia.com/whole-wheat-pita-bread-best-pita-bread-recipe/,Pita Bread (With Whole Wheat Flour),"Lebanese, World",2 hrs,"['Ingredients', '1 teaspoon instant yeast or 1.5 teaspoon dry active yeast (for dry active yeast check the notes below on activating and proofing it)', '1 pinch raw sugar or white sugar', '1 to 1.25 cups water or add as required', '3 cups or 360 grams whole wheat flour', '2 tablespoons extra virgin olive oil', '1 teaspoon salt']"
19,https://www.vegrecipesofindia.com/veg-momos-recipe-vegetable-momos/,Momos Recipe | Dim Sum | Veg Momos,"Indian, Tibetan, World",1 hr 30 mins,"['Ingredients', 'For Outer Cover Of Momos', '1 cup all purpose flour', '½ teaspoon oil', '¼ teaspoon salt or as required', '2 to 3 tablespoon water for kneading or as required', 'For Making Veg Momos Stuffing', '1.5 to 1.75 cups finely chopped vegetables (i added ½ cup chopped cabbage, ½ cup chopped carrots, ⅓ cup chopped french beans and ¼ cup chopped capsicum)', '2 small sized spring onions - finely chopped - reserve the greens to be added later', '3 to 4 small garlic - finely chopped', '1.5 teaspoon light soy sauce or 1 teaspoon soy sauce or add as required', '½ teaspoon black pepper powder or as required', '1 tablespoon oil', 'salt as required']"
20,https://www.vegrecipesofindia.com/dal-fry-how-to-make-prepare-dal-fry-recipe/,Dal Fry,Indian,25 mins,"['Ingredients', 'For Pressure Cooking The Dal', '½ cup tuvar dal (arhar dal, pigeon pea lentils) or half-half of tuvar dal and masoor dal', '1.5 cups water for pressure cooking the dal', 'Other Ingredients For Dal Fry', '1 medium sized onion, finely chopped or ⅓ cup finely chopped onions', '1 medium sized tomato, finely chopped or ⅓ cup finely chopped tomatoes', '2 green chilies, slit or chopped', '2 to 3 dry red chilies, kept whole or halved and deseeded', '10 to 12 curry leaves', '½ inch ginger + 3 to 4 garlic crushed or made into a paste in a mortar & pestle or 1 to 1.5 teaspoons ginger-garlic paste', '½ to ¾ teaspoon black mustard seeds', '1 teaspoon cumin seeds', '1 to 2 pinches asafoetida powder (hing) - if using a strong asafoetida, then just one pinch is enough', '½ teaspoon turmeric powder', '½ teaspoon red chili powder', '1 teaspoon kasuri methi (dry fenugreek leaves)', '¼ to ½ teaspoon garam masala powder', '2 to 3 tablespoons oil or unsalted butter or ghee (clarified butter)', '½ to 1 teaspoon lemon juice, optional', '1 to 2 tablespoon chopped coriander leaves (cilantro leaves) for garnish', '1 to 1.5 cups water or add as required', 'salt as required']"
21,https://www.vegrecipesofindia.com/sambhar-recipe-a-method-made-easy/,Sambar Recipe (Mix Vegetable Sambar),"South Indian, Tamil Nadu",45 mins,"['Ingredients', 'For Tamarind Pulp', '1 tablespoon tamarind', '⅓ cup hot water', 'For Cooking Dal', '½ cup tuvar dal or arhar dal (pigeon pea lentils), 100 grams', '¼ teaspoon turmeric', '1.5 to 1.75 cups water or add as required', 'For Cooking Vegetables', '1 to 1.5 cups cleaned and chopped vegetables like okra, french beans, potatoes, small round brinjals, pumpkin', '1 to 2 drumsticks, scraped and chopped in 3 to 4 inches sticks.', '6 to 7 pearl onions (sambar onions) or 1 small to medium onion, thickly sliced', '1 small to medium tomato, quartered or diced', '¼ teaspoon turmeric powder', '½ teaspoon kashmiri red chilli powder - optional', 'salt as required', '1.5 to 2 cups water or add as required', 'Important Ingredient', '1 to 1.5 tablespoons sambar powder', 'For Tempering', '2 tablespoons sesame oil (gingelly oil), can also use coconut oil or sunflower oil or ghee', '½ teaspoon mustard seeds', '1 to 2 dry red chillies - halved and seeds removed', '10 to 12 curry leaves', '2 pinch asafoetida (hing)', '5 to 6 fenugreek seeds (methi seeds) - optional', 'For Garnish', '1 tablespoon chopped coriander leaves (cilantro leaves) - optional']"
22,https://www.vegrecipesofindia.com/white-bread-easy-white-bread/,"White Bread Recipe, How To Make White Bread, Eggless White Bread",World,3 hrs 40 mins,"['Ingredients', '3 cups all purpose flour', '1 cup water, 250 ml', '½ tablespoon dry active yeast', '2 tablespoons sugar', '1.5 tablespoon vegetable oil, i used olive oil, but you can add sunflower oil or even melted butter', '1 teaspoon salt', 'If You Want To Add Milk To The Bread, Then Substitute The 1 Cup Water Mentioned Above With:', '¼ cup warm water', '¾ cup milk']"
23,https://www.vegrecipesofindia.com/punjabi-mango-pickle/,Authentic Punjabi Mango Pickle (With Mustard Oil),"North Indian, Punjabi",4 d 15 mins,"['Ingredients', '1 kilogram unripe green mangoes or 7 to 7.5 cups chopped mangoes', '¼ cup mustard seeds (sarson) , 40 grams or 40 grams split mustard seeds', '¼ cup fenugreek seeds (methi) , 45 grams or 45 grams split fenugreek seeds', '¼ cup fennel seeds (saunf) , 30 grams', '¼ tablespoon nigella seeds (kalonji), 30 grams', '3 tablespoons turmeric powder , 15 grams', '¼ cup red chili powder , 25 grams', '½ cup rock salt , 125 grams or add as required - can add regular salt', '3 cups mustard oil - add more if required']"
24,https://www.vegrecipesofindia.com/chana-dal-recipe-chana-dal/,Chana Dal Fry,North Indian,30 mins,"['Ingredients', 'For Pressure Cooking Chana Dal', '1 cup chana dal (bengal gram or split chickpeas)', '2.5 to 3 cups water', '¼ teaspoon turmeric powder', 'For Tempering The Chana Dal', '2 medium sized tomatoes - chopped', '½ cup finely chopped onions', '1 inch ginger - finely chopped', '4 to 5 medium sized garlic - finely chopped', '1 green chili - chopped', '1 teaspoon cumin seeds', '½ teaspoon red chili powder', '¼ teaspoon turmeric powder (ground turmeric)', '1 teaspoon coriander powder (ground coriander)', '½ teaspoon garam masala powder', '½ teaspoon dry mango powder (amchur powder) or add as required', '1 teaspoon kasoori methi (dry fenugreek leaves)', '1 pinch asafoetida (hing)', '2 tablespoon oil or ghee (clarified butter)', 'salt as required', 'a few coriander leaves (cilantro) for mixing towards the end or garnishing']"
25,https://www.vegrecipesofindia.com/bhindi-masala-gravy-recipe/,Ladies Finger Curry | Vegan Bhindi Curry,"North Indian, Punjabi",50 mins,"['Ingredients', 'For Tomato Paste', '3 medium ripe red tomatoes or 150 grams tomatoes or ¾ cup roughly chopped tomatoes', '½ inch ginger', '4 to 5 garlic', '1 to 2 green chilies', '2 tablespoon curd (yogurt)', '2 cloves', '1 green cardamom', '½ inch cinnamon', '1 single strand of mace', 'Other Ingredients', '250 grams bhindi (okra or lady finger)', '1 large onion or 2 medium onions or 100 grams onions or ½ cup finely chopped onions', '½ teaspoon kasuri methi (dry fenugreek leaves) - crushed', '2 tablespoon chopped coriander leaves (cilantro leaves)', '1 small to medium tej patta (indian bay leaf)', '¼ teaspoon turmeric powder', '½ teaspoon red chilli powder', '½ teaspoon coriander powder (ground coriander)', '½ teaspoon cumin powder', '2 tablespoon oil for sauteing okra', '2 tablespoon oil for making gravy', 'salt as required']"
26,https://www.vegrecipesofindia.com/tomato-ketchup-recipe-tomato-sauce/,Tomato Sauce | Tomato Ketchup (Vegan),"American, World",1 hr 20 mins,"['Ingredients', '2.5 kg tomatoes or approx 5.4 lbs tomatoes', '3 to 4 grams garlic - 15 to 16 medium garlic cloves', '3 to 4 grams ginger - 3 pieces of about 3 inch ginger', '5 to 7 dry red chilies - deseeded and halved', '½ cup golden raisins', '½ cup apple cider vinegar or white vinegar', '1 tablespoon rock salt', '6 to 7 tablespoon organic unrefined cane sugar or regular sugar', '¼ teaspoon sodium benzoate dissolved in 1 teaspoon hot water']"
27,https://www.vegrecipesofindia.com/veg-biryani-recipe-in-pressure-cooker/,Pressure Cooker Vegetable Biryani (With Coconut Milk Or Curd),Indian,1 hr 5 mins,"['Ingredients', 'For Rice Marination', '1 cup heaped basmati rice or 200 grams basmati rice', '1 teaspoon oil', '½ teaspoon salt', 'Veggie Marination For Biryani', '1 cup curd (yogurt) or 200 grams curd or 1 cup thick coconut milk or 250 ml thick coconut milk', '1 to 2 green chilies, chopped', '½ tablespoon ginger-garlic paste or 4 to 5 garlic and ¾ inch ginger - crushed to a paste in mortar-pestle', '90 to 100 grams carrots or 1 medium to large carrot or ½ cup chopped carrots', '90 to 100 grams potatoes or 3 small potatoes or 2 medium potatoes or ¾ to 1 cup chopped potatoes', '1 medium capsicum or ½ cup chopped capsicum', '⅓ cup green peas, fresh or frozen', '½ teaspoon turmeric powder', '½ teaspoon red chili powder', '½ teaspoon garam masala powder (optional)', '1 teaspoon coriander powder', '3 tablespoon chopped coriander leaves', '3 tablespoon chopped mint leaves', 'salt as required', 'For Frying Onions', '3 tablespoon oil or ghee', '165 to 175 grams onions or 1 large onion, sliced or 1 cup sliced onions', 'Whole Spices', '1 inch cinnamon', '3 cloves', '3 green cardamoms', '1 black cardamom', '2 single strands of mace', '½ teaspoon shah jeera (caraway seeds)', '5 to 6 black peppers', 'For Layering Biryani', '2 tablespoon chopped coriander leaves', '2 tablespoon chopped mint leaves', 'a generous pinch of saffron', '½ inch ginger, julienne or chopped', '1 to 2 teaspoon kewra water or rose water', '1 to 1.25 cups water']"
28,https://www.vegrecipesofindia.com/eggless-apple-cake-recipe-vegan/,Easy Apple Cake (Eggless + Vegan),World,50 mins,"['Ingredients', 'Dry Ingredients For Apple Cake', '1 medium sized apple - peeled, cored and chopped', '1 cup whole wheat flour', '1 cup all purpose flour', '½ teaspoon baking soda', '½ teaspoon baking powder', '¼ teaspoon cinnamon powder', '¼ teaspoon nutmeg powder', '¾ cup coconut sugar or regular powdered sugar or palm jaggery or organic unrefined cane sugar - adjust as required', 'a pinch of salt', 'Wet Ingredients For Apple Cake', '¼ cup oil', '1 cup water', '1 teaspoon lemon juice', '½ teaspoon of vanilla extract or powder']"
29,https://www.vegrecipesofindia.com/medu-vada-recipe-medu-vada/,Medu Vada Recipe (Black Gram Fritters),South Indian,4 hrs 40 mins,"['Ingredients', '2 cups urad dal (husked & split black gram)', '1 teaspoon cumin seeds', '1 teaspoon black peppercorns, whole or crushed (optional)', '1 or 2 sprig curry leaves, chopped', '1 medium onion, finely chopped (optional)', '1 or 2 green chilies, chopped', '1 tablespoon finely chopped ginger', '⅓ cup chopped coconut pieces, optional', 'few sprigs of coriander leaves, chopped (optional)', 'salt to taste', 'oil for deep frying', 'some water if needed to grind the batter']"
