,URL,Dish,Cuisine,Total Time,Ingredients
10,https://www.vegrecipesofindia.com/rajma-masala-recipe-restaurant-style/,Rajma Recipe | Kidney Beans Curry,Punjabi,9 hrs 45 mins,"['Ingredients', 'For Pressure Cooking Rajma', '1 cup rajma (kidney beans) - any variety', '3.5 to 4 cups water for pressure cooking', 'enough water for soaking rajma', 'For Rajma Masala Curry', '1 large onion or 150 grams onions or about ¾ to 1 cup finely chopped onions', '3 medium or 2 large tomatoes or 250 grams tomatoes or 1 cup finely chopped tomatoes', '3 to 4 medium garlic + 1 inch ginger + 1 to 2 green chilies - crushed to a paste in a mortar-pestle or about 1 tablespoon ginger + garlic + green chili paste.', '1 teaspoon coriander powder (ground coriander)', '¼ to ½ teaspoon red chili powder or cayenne pepper or hot paprika', '¼ teaspoon turmeric powder (ground turmeric)', '1 pinch asafoetida (hing) - optional', '¼ to ½ teaspoon garam masala powder', '½ teaspoon cumin seeds', '1 teaspoon crushed kasuri methi (dry fenugreek leaves)', '2 tablespoon butter + 1 tablespoon oil or 3 tablespoon butter', '2 to 3 tablespoon cream', '1.5 to 2 cups of rajma stock (the water which is used to cook the rajma) or plain water for the curry', 'salt as required']"
11,https://www.vegrecipesofindia.com/paneer-butter-masala/,Paneer Butter Masala (Restaurant Style),North Indian,40 mins,"['Ingredients', 'For Preparing Cashew Paste', '18 to 20 whole cashews', '⅓ cup hot water for soaking cashews', 'For Preparing Tomato Puree', '2 cups diced tomatoes or 300 grams tomatoes or 4 to 5 medium size – pureed', 'For Making Paneer Butter Masala', '2 tablespoons butter or 1 tablespoon oil + 1 or 2 tablespoons butter', '1 tej patta (indian bay leaf)', '1 inch ginger and 3 to 4 garlic – crushed or ground in a mortar and pestle', '½ to 1 teaspoon kashmiri red chili powder or deghi mirch – if using any other chilli powder you can add ¼ to ½ teaspoon', '1.5 cups water or add as required', '1 inch ginger julienned, reserve a few for garnishing', '1 or 2 green chili – slit (reserve a few for garnishing)', '200 to 250 grams paneer (cottage cheese) – cubed or diced', '1 teaspoon kasuri methi (dry fenugreek leaves) – optional', '½ to 1 teaspoon garam masala or tandoori masala', '2 to 3 tablespoons low-fat cream or 1 to 2 tablespoons heavy whipping cream – optional', '¼ to 1 teaspoon sugar – optional, add as required depending on the sourness of the tomatoes', 'salt as required – check notes below for adding sugar', 'For Garnishing', '1 to 2 tablespoons chopped coriander leaves (cilantro leaves) for garnishing – optional', 'a few ginger julienne', '1 tablespoon low fat cream 1 tablespoon heavy whipping cream – optional', '1 to 2 teaspoons butter – optional']"
12,https://www.vegrecipesofindia.com/vegetable-pulao-recipe-veg-pulao/,Pulao Recipe | Vegetable Pulao In A Pot,Indian,40 mins,"['Ingredients', 'For Soaking Rice', '1.5 cups basmati rice - 300 grams, rinsed & soaked for 30 minutes', 'water - as required for soaking', 'Vegetables', '½ to ¾ cup chopped cauliflower florets', '½ to ¾ cup chopped potatoes', '¼ cup chopped carrots', '⅓ cup green peas - fresh or frozen', '¼ cup chopped green peas (french beans)', '¼ cup chopped green bell pepper (capsicum) - optional', '¼ cup sliced baby corn - optional', 'Other Ingredients', '3 tablespoons ghee or oil', '1 cup thinly sliced onions or 1 large onion, sliced', '½ cup chopped tomatoes or 1 medium sized tomato, chopped', '1 to 1.5 inches ginger - crushed to a paste in a mortar-pestle', '4 to 5 small to medium garlic cloves', '1 to 2 green chillies (chili pepper)', '3 tablespoons chopped coriander leaves (cilantro)', '2 tablespoons chopped mint leaves - optional', '¼ teaspoon lemon juice - optional', '2.5 to 3 cups water or veg stock * check notes below for details. I added 3 cups of water', 'salt as required', 'Whole Spices', '1 teaspoon cumin seeds or 1 teaspoon caraway seeds (shah jeera)', '5 to 6 whole black pepper - optional', '1 tej patta (indian bay leaf)', '4 cloves', '3 to 4 green cardamoms', '1 black cardamom - optional', '1 small piece of mace - optional', '1 small star anise - optional', '1 inch cinnamon', '1 small piece of stone flower (dagad phool or patthar ke phool) - optional', 'For Garnish', '1 to 2 tablespoons chopped coriander leaves or mint leaves']"
13,https://www.vegrecipesofindia.com/lauki-kofta-lauki-kofta-curry/,Lauki Kofta,North Indian,1 hr,"['Ingredients', 'For Making Kofta', '2 cups grated lauki (bottle gourd or opo squash or dudhi)', '3.5 to 4 tablespoon besan (gram flour)', '¼ teaspoon garam masala powder', '¼ teaspoon red chili powder', '1 green chili (hari mirch) - finely chopped', 'salt as required', 'oil for deep or shallow frying the koftas', 'For Making Masala Paste', '2 large tomatoes - roughly chopped', '1 medium sized onion - roughly chopped', '1 green chili (hari mirch) - chopped', '1 inch ginger (adrak) - chopped', '4 to 5 garlic (lahsun) - chopped', '2 tablespoon broken cashews', 'Other Ingredients For Lauki Kofta', '1 teaspoon cumin', '¼ or ½ teaspoon red chili powder', '¼ teaspoon turmeric powder', '1 teaspoon coriander powder', '¼ or ½ teaspoon garam masala powder or punjabi garam masala powder', '1 cup water or as required', '1.5 or 2 tablespoon oil - if using fresh oil', 'salt as required', 'sugar as required (optional)']"
14,https://www.vegrecipesofindia.com/paneer-lababdar-recipe-restaurant-style/,Paneer Lababdar Restaurant Style,"North Indian, Punjabi",1 hr,"['Ingredients', 'For The Tomato-Cashew Paste', '250 grams ripe red tomatoes - chopped or 1.5 cups chopped tomatoes', '10 to 12 cashews', '½ inch ginger - chopped', '2 to 3 garlic - chopped', '½ cup water', '1 green cardamom', '2 cloves', 'Remaining Ingredients For Paneer Lababdar', '200 grams paneer (cottage cheese)', '2 tablespoon grated paneer', '100 grams onion or ½ cup finely chopped onions', '1 tej patta (indian bay leaf)', '1 or 2 green chilies - slit', '½ teaspoon cumin powder', '½ teaspoon coriander powder (ground coriander)', '½ teaspoon red chili powder or deghi mirch or kashmiri red chili powder', '¼ teaspoon garam masala powder', '¼ cup low fat cream - 25% to 35% fat', '1 teaspoon kasuri methi (dry fenugreek leaves) - crushed', '2 tablespoon butter', '1 tablespoon butter to be added later (optional)', '¼ to ½ teaspoon sugar or add as required', '1 or 1.25 cups water', 'salt as required', 'For Garnish:', '1 tablespoon chopped coriander leaves (cilantro leaves)', '½ inch ginger - julienne']"
15,https://www.vegrecipesofindia.com/chana-dal-recipe-chana-dal/,Chana Dal Fry,North Indian,30 mins,"['Ingredients', 'For Pressure Cooking Chana Dal', '1 cup chana dal (bengal gram or split chickpeas)', '2.5 to 3 cups water', '¼ teaspoon turmeric powder', 'For Tempering The Chana Dal', '2 medium sized tomatoes - chopped', '½ cup finely chopped onions', '1 inch ginger - finely chopped', '4 to 5 medium sized garlic - finely chopped', '1 green chili - chopped', '1 teaspoon cumin seeds', '½ teaspoon red chili powder', '¼ teaspoon turmeric powder (ground turmeric)', '1 teaspoon coriander powder (ground coriander)', '½ teaspoon garam masala powder', '½ teaspoon dry mango powder (amchur powder) or add as required', '1 teaspoon kasoori methi (dry fenugreek leaves)', '1 pinch asafoetida (hing)', '2 tablespoon oil or ghee (clarified butter)', 'salt as required', 'a few coriander leaves (cilantro) for mixing towards the end or garnishing']"
16,https://www.vegrecipesofindia.com/veg-fried-rice-recipe/,Veg Fried Rice – Chinese Fried Rice With Mix Veggies (Vegan),Indo Chinese,1 hr,"['Ingredients', 'For Cooking Rice', '1 cup long grained rice or basmati rice', '4.5 to 5 cups water', '½ teaspoon salt or as required', '2 to 3 drops of oil', 'Other Ingredients', '¼ cup each of finely chopped spring onion whites (scallions), carrots, french beans, cabbage, mushrooms, capsicum (bell peppers - green, red or yellow) or about 1.5 to 2 cups finely chopped vegetables', '3 to 4 small sized garlic chopped or ¾ teaspoon finely chopped garlic', '½ inch ginger finely chopped (optional)', '1.5 to 2 teaspoon finely chopped celery - skip if you do not have', '3 teaspoon naturally fermented soy sauce or add as required', '1 teaspoon rice vinegar or regular vinegar', '½ teaspoon black pepper powder or add as required', '1 star anise (chakri phool)', '2 to 2.5 tablespoon sesame oil or any other oil', '2 tablespoon chopped spring onions greens for garnish or adding towards the end', 'salt as required']"
17,https://www.vegrecipesofindia.com/rajma-masala-recipe-rajma-masala/,Rajma Chawal | Easy One Pot Rajma With Steamed Rice,"North Indian, Punjabi",10 hrs,"['Ingredients', 'For Pressure Cooking Rajma', '1 cup rajma (red kidney beans), about 200 grams rajma, soaked overnight in enough water', '2.5 cups water for pressure cooking', 'Other Ingredients', '1 green chili, chopped', '1 tablespoon chopped garlic or 7-8 chopped medium-sized garlic', '1 tablespoon chopped ginger or 1 inch chopped ginger', '3 medium tomatoes, chopped - about 200 grams tomatoes', '1 large onion, chopped - about 100 grams onions', '½ teaspoon turmeric powder', '½ teaspoon red chili powder', '¾ to 1 teaspoon garam masala powder', '1 teaspoon dry mango powder (amchur powder)', '1 teaspoon cumin seeds', '2 tablespoon butter or oil', 'salt as required', 'For Cooking Basmati Rice (Chawal)', '1 cup basmati rice (heaped) or 200 grams basmati rice', '2  cups water or 500 ml water or add as required depending on the quality of rice', '½  teaspoon  oil  (optional)', '¼ teaspoon  salt or add as per taste']"
18,https://www.vegrecipesofindia.com/khaman-dhokla-microwave-recipe/,Khaman Dhokla Recipe | Khaman Recipe | Besan Dhokla,"Gujarati, Indian",20 mins,"['Ingredients', 'For Khaman Dhokla Batter', '1.5 cups gram flour (besan)', '1 tablespoon rava (or semolina) - optional', '3 teaspoon ginger-green chilies paste, 1 inch ginger + 1 or 2 green chilies crushed in a mortar-pestle', '2 to 3 pinches turmeric powder', '1-2 pinch asafoetida (hing)', '2 teaspoon eno or fruit salt ½ to ¾ teaspoon baking soda', '1 teaspoon salt or as required', '1 teaspoon lime juice', '1 cup water or add as required- the amount of water required depends on the quality of gram flour. so add as required to make a thick yet flowing batter.', 'For Tempering Khaman', '2 tablespoon oil', '⅓ cup water', '1 teaspoon mustard seeds', '1 teaspoon cumin seeds optional', '2 teaspoon white sesame seeds', '1 sprig curry leaves, about 8 to 10 curry leaves', '1 green chili, chopped (optional)', '1 teaspoon lime juice', '2 teaspoon sugar', 'For Garnish', '2 tablespoon chopped coriander leaves (cilantro leaves', '2 tablespoon grated coconut']"
19,https://www.vegrecipesofindia.com/bhindi-masala/,Bhindi Masala,North Indian,45 mins,"['Ingredients', 'For SautÉIng Bhindi', '2 tablespoons oil for frying the bhindi', '250 grams bhindi (okra or lady finger)', 'For Making Bhindi Masala', '1 tablespoon oil', '1 medium size onion - chopped or ⅓ cup chopped onions', '1 teaspoon ginger-garlic paste or 1 inch ginger and 3 to 4 medium garlic cloves, crushed in mortar-pestle', '2 medium size tomatoes - chopped or ¾ to 1 cup chopped tomatoes', '1 teaspoon coriander powder', '½ teaspoon kashmiri red chili powder or ¼ teaspoon red chilli powder', '½ teaspoon turmeric powder', '½ teaspoon fennel powder, (saunf powder), optional', '½ teaspoon garam masala powder', '½ teaspoon amchur powder (dry mango powder) or add as required', 'salt as required', '½ teaspoon kasuri methi, crushed, (dry fenugreek leaves ) - optional', '2 tablespoons chopped coriander leaves']"
20,https://www.vegrecipesofindia.com/kaju-katli-recipe-kaju-katli/,Perfect Kaju Katli (Cashew Fudge),Indian,20 mins,"['Ingredients', '1 cup kaju or 160 grams kaju (cashews)', '½ cup sugar or 100 grams sugar or add as required', '5 tablespoon water', '1 tablespoon ghee or coconut oil (optional)', '1 teaspoon chopped rose petals or rose water or 8-9 strands of saffron (optional)']"
21,https://www.vegrecipesofindia.com/kadai-mushroom-recipe/,Kadai Mushroom Dry & Gravy,"North Indian, Punjabi",40 mins,"['Ingredients', 'For Kadai Masala', '1 tablespoon coriander seeds', '3 to 4 dry red chilies - broken and deseeded if preferred', '½ teaspoon cumin seed', '½ inch cinnamon', '1 green cardamom', '2 cloves', '3 to 4 whole black pepper', '1 single strand of mace - optional', 'Other Ingredients', '200 to 250 grams button mushrooms - sliced', '1 medium to large capsicum - thinly sliced or julienned (red or green or yellow - bell pepper)', '2 medium to large tomatoes - pureed or about ¾ cup tomato puree (use tomatoes which are ripe, red and not too tangy)', '1 medium onion or about ½ cup finely chopped onion', '½ inch ginger + 3 to 4 medium garlic - crushed in a mortar-pestle or 1 teaspoon ginger-garlic paste', '1 teaspoon crushed kasuri methi (dry fenugreek leaves)', '¼ teaspoon turmeric powder - optional', '½ cup water or 125 ml water', '3 tablespoon oil', 'salt as required', 'For Garnishing', '1 to 2 tablespoon chopped coriander leaves (cilantro leaves)', '½ inch ginger - julienne', 'Variations', '1 or 2 tablespoon cream - low fat 25 to 35 % cream can be added right at the end and mixed with the gravy', '¼ teaspoon garam masala powder or punjabi garam masala- garam masala powder can be added when you add the kasuri methi (dry fenugreek leaves)']"
22,https://www.vegrecipesofindia.com/tomato-soup-recipe-restaurant-style/,Tomato Soup,"American, Indian, World",45 mins,"['Ingredients', '4 medium to large tomatoes', '2 to 3 small to medium garlic cloves, finely chopped or ½ teaspoon finely chopped garlic', '1 small onion, finely chopped or ¼ cup finely chopped onion', '1 tej patta (indian bay leaf)', '1 teaspoon corn flour (corn starch) + 2 tablespoon water', '1 or 1.5 tablespoon butter', '1 cup water', '1 tablespoon cream (25- 30% fat) - you can consider adding 2 tablespoon cream or dot with cream when serving the soup.', '½ tablespoon regular sugar or unrefined cane sugar or add as required', '1 or 2 slices of bread - brown bread or whole wheat or white bread', 'freshly crushed or powdered black pepper as required', 'salt as required', 'parsley or coriander leaves (cilantro leaves) for garnishing']"
23,https://www.vegrecipesofindia.com/shahi-paneer/,Shahi Paneer Restaurant Style,"Indian, Mughlai",40 mins,"['Ingredients', 'Main Ingredients', '200 grams paneer (cottage cheese)', '1 to 1.5 cups strained stock (got from boiling the onions with dry fruits) + water or 1.5 cups water', '½ cup full fat fresh curd (yogurt) - whisked till smooth', '1 teaspoon coriander powder (ground coriander)', '½ teaspoon red chili powder', '¼ teaspoon turmeric powder', '¼ teaspoon garam masala powder', '¼ teaspoon cardamom powder', '1 or 2 tablespoon full fat cream or 70-80% fat cream (amul cream which is available in india can also be used), optional', 'a pinch of saffron - crushed', '1 or 2 drops of kewra water (screwpine water) - optional', 'salt and sugar as required', 'For The Paste', '1 medium sized onion - roughly chopped', '2 tablespoons chopped cashews', '1 tablespoon almonds', '1 tablespoon magaz or melon seeds without the skin', '3 to 4 garlic - chopped', '1 inch ginger - chopped', 'Whole Spices', '1 tej patta (indian bay leaf)', '2 to 3 cloves', '2 to 3 green cardamom', '1 to 2 black cardamom', '1 inch cinnamon', '½ teaspoon shah jeera (caraway seeds)', '2 to 3 tablespoon oil or ghee or butter']"
24,https://www.vegrecipesofindia.com/rice-kheer-recipe-chawal-ki-kheer/,Kheer Recipe – Rice Kheer,North Indian,50 mins,"['Ingredients', '¼ cup basmati rice', '1 litre full fat milk or whole milk or full cream milk - 4 cups', '6 tablespoons sugar or add as required', '½ teaspoon cardamom powder or 5 to 6 green cardamoms powdered in mortar-pestle(choti elaichi powder)', '1 pinch saffron strands (kesar) or 14 to 16 saffron strands', '1 tablespoon chopped or sliced almonds or blanched almonds (badam)', '1 tablespoon chopped or sliced cashews (kaju)', '1 tablespoon chopped or sliced unsalted pistachios (pista)', '1 tablespoon golden raisins (kishmish)']"
25,https://www.vegrecipesofindia.com/oats-dosa-recipe/,Oats Dosa,South Indian,40 mins,"['Ingredients', '½ cup quick cooking oats', '¼ cup rice flour', '¼ cup rava (sooji or cream of wheat or semolina)', '½ cup fresh curd (yogurt)', '¼ cup finely chopped onion or 1 small onion - finely chopped', '1 teaspoon finely chopped ginger', '1 teaspoon finely chopped green chilies', '1 to 1.5 tablespoon chopped coriander leaves', '(cilantro leaves)', '7 to 8 curry leaves - finely chopped', '½ teaspoon cumin seeds', '¼ teaspoon black pepper - crushed in a mortar-pestle', '1 to 2 tablespoon grated coconut optional', '1.25 cups water or add as required', 'salt as required', 'oil or ghee or butter for preparing dosa']"
26,https://www.vegrecipesofindia.com/paneer-makhanwala-recipe/,Paneer Makhanwala Restaurant Style,Indian,1 hr,"['Ingredients', 'For Ground Makhani Paste', '1 medium to large onion or 80 grams onions or ¾ cup roughly chopped onions', '3 to 4 medium tomatoes or 160 to 170 grams tomatoes or 1.5 cups roughly chopped tomatoes', '½ inch ginger - chopped', '3 to 4 medium garlic - chopped', '2 single strands of mace', '2 to 3 green cardamoms', '1 inch cinnamon', '2 to 3 cloves', '2 tablespoon whole cashews or about 10 to 12 cashews', '1 cup water', 'Other Ingredients', '250 to 300 grams paneer - cut into cubes or squares (cottage cheese)', '1 to 1.5 teaspoon kashmir red chili powder or deghi mirch (if using a hot variety of red chili powder, then add ½ to ¾ teaspoon)', '¼ cup low fat cream (i used amul cream)', '1 tej patta (indian bay leaf)', '1 green chili - slit', '1.5 cups water or as required', '¾ teaspoon kasuri methi - crushed (dry fenugreek leaves)', '¼ teaspoon garam masala powder', '½ teaspoon sugar or 1 teaspoon honey - or add as required as per your taste', '2 to 2.5 tablespoon butter at room temperature', '1 tablespoon cream for garnishing', '1 tablespoon grated paneer for garnishing (optional)', '½ inch ginger - julienne', 'salt as required', 'few chopped coriander leaves for garnish (cilantro leaves)']"
27,https://www.vegrecipesofindia.com/palak-paneer-restaurant-style-recipe/,One Pot Palak Paneer (Restaurant Style),"North Indian, Punjabi",45 mins,"['Ingredients', 'For Spinach Puree', '250 grams palak or 8 to 9 oz spinach', '3 cups hot boiling water for blanching spinach', '2 cups water for ice bath', 'For Pan Frying Paneer', '250 grams paneer or 8 to 9 oz cottage cheese', '3 tablespoon oil', 'For Gravy', '½ teaspoon cumin seeds', '2 small tej patta or 1 medium to large tej patta (indian bay leaf)', '1 medium onion or 60 to 70 grams onions or 1/3 cup tightly packed finely chopped onion', '1 teaspoon ginger paste + 1 teaspoon garlic paste or 2 teaspoon ginger-garlic paste or (½ inch ginger + 6 to 7 small to medium garlic - crushed to a paste in mortar-pestle)', '1 or 2 green chilies, chopped or 1 to 1.5 teaspoon finely chopped green chilies (add ½ teaspoon red chili powder instead of green chilies)', '1 pinch turmeric powder', '½ teaspoon black pepper - crushed in a mortar-pestle (optional)', '1 teaspoon kasuri methi (dry fenugreek leaves) - for more hints of bitterness you can add overall 2 teaspoon kasuri methi', '½ teaspoon garam masala powder', '¼ cup low fat cream or 3 tablespoon whipping cream', 'a pinch of sugar', 'salt as required']"
